"ADDRESS" "GEOADDRESS" "MUNICIPALITY" "TYPE" "BALCONY" "CLOSING_PRICE" "INCREASE_ABS" "INCREASE_REL" "PRICE_M2" "ROOMS" "AREA" "DRIFT" "SOLD" "LONGITUDE" "LATITUDE" "ID"
"Grindtorpsvägen 9" "grindtorpsvägen 9, 183 32 täby, sweden" "Täby" "Apartment" "No" 3350000 475000 0.165217391304348 35937.5 3 80 7200 "2023-09-20" 18.0761716 59.4389076 1344
"Överforsvägen 25" "överforsvägen 25, 148 91 ösmo, sweden" "Nynäshamn" "Apartment" "No" 1895000 0 0 22559.5238095238 3 84 25500 "2023-09-20" 17.9285629 58.9943272 1345
"Talmansgränd 3, 3tr" "talmansgränd 3, 3tr, 128 38 skarpnäck, sweden" "Stockholm" "Apartment" "Yes" 2900000 2e+05 0.0740740740740742 45000 2 60 8400 "2023-09-20" 18.1153304 59.2786243 1346
"Svetsarvägen 25" "svetsarvägen 25, 176 73 järfälla, sweden" "Järfälla" "Apartment" "Yes" 1800000 125000 0.0746268656716418 42729.5918367347 1 39.2 2873 "2023-09-20" 17.8037734 59.4609388 1347
"Badstrandsvägen 20" "badstrandsvägen 20, 112 65 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3600000 105000 0.0300429184549356 75978.2608695652 2 46 3753 "2023-09-20" 17.9897629 59.3227479 1348
"Kristina Nilssons väg 11" "kristina nilssons väg 11, 121 34 enskededalen, sweden" "Stockholm" "Villa" "Yes" 13505000 1610000 0.135350987810004 71227.5449101796 8 167 51399 "2023-09-20" 18.1089928 59.2833126 1349
"Skepparkroken 16" "skepparkroken 16, 181 66 lidingö, sweden" "Lidingö" "Apartment" "No" 7800000 6e+05 0.0833333333333333 69230.7692307692 4 104 25604 "2023-09-20" 18.229639 59.3594782 1350
"Ulvsättragränd 7" "ulvsättragränd 7, 176 77 järfälla, sweden" "Järfälla" "Apartment" "Yes" 2900000 -95000 -0.0317195325542571 31861.7021276596 4 94 23292 "2023-09-20" 17.8177984 59.456452 1351
"Gaffelseglet 23" "gaffelseglet 23, 136 56 vega, sweden" "Haninge" "Apartment" "Yes" 2500000 105000 0.0438413361169103 44351.8518518519 2 54 8173 "2023-09-20" 18.1382356 59.1847424 1352
"Rörstrandsgatan 44A, 4tr" "rörstrandsgatan 44a, 4tr, 113 40 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6710000 515000 0.0831315577078289 110625 2 56 7925 "2023-09-20" 18.0279775 59.3414922 1353
"Stenkvistavägen 18" "stenkvistavägen 18, 124 54 bandhagen, sweden" "Stockholm" "Apartment" "No" 3075000 -25000 -0.00806451612903225 37804.8780487805 3 82 24184 "2023-09-20" 18.0390546 59.2650461 1354
"Pyrolavägen 39, 1tr" "pyrolavägen 39, 1tr, 181 60 lidingö, sweden" "Lidingö" "Apartment" "Yes" 3950000 -45000 -0.0112640801001251 51217.9487179487 4 78 7800 "2023-09-20" 18.1688286 59.3467058 1355
"Skyttevägen 7" "skyttevägen 7, 134 37 gustavsberg, sweden" "Värmdö" "Apartment" "Yes" 2025000 -120000 -0.0559440559440559 25384.6153846154 3 84.5 2004 "2023-09-20" 18.3958622 59.3322024 1356
"Torbjörn klockares gata 21" "torbjörn klockares gata 21, 113 30 stockholm, sweden" "Stockholm" "Apartment" "No" 5800000 305000 0.0555050045495906 80808.8235294118 2 68 11250 "2023-09-20" 18.0355358 59.3452745 1357
"Kungsholms Strand 111, 5 tr" "kungsholms strand 111, 5 tr, 112 33 stockholm, sweden" "Stockholm" "Apartment" "Yes" 9200000 705000 0.0829899941141847 99941.1764705882 4 85 7800 "2023-09-20" 18.038719 59.3359668 1358
"Torsgatan 27, 5 tr" "torsgatan 27, 5 tr, 113 21 stockholm, sweden" "Stockholm" "Apartment" "No" 3450000 255000 0.07981220657277 106500 1 30 1073 "2023-09-20" 18.039857 59.3383075 1359
"Ugglevägen 3" "ugglevägen 3, 191 50 sollentuna, sweden" "Sollentuna" "Apartment" "Yes" 2150000 155000 0.0776942355889725 53918.9189189189 1 37 2080 "2023-09-20" 17.9349503 59.4490331 1360
"Storgatan 72A" "storgatan 72a, 171 52 solna, sweden" "Solna" "Apartment" "Yes" 4450000 175000 0.0409356725146199 59790.2097902098 3 71.5 15444 "2023-09-20" 17.9851454 59.3498313 1361
"Sockenvägen 456" "sockenvägen 456, 122 63 enskede, sweden" "Stockholm" "Villa" "No" 1.2e+07 405000 0.0349288486416559 91299.2125984252 7 127 51200 "2023-09-20" 18.0876348 59.2787878 1362
"Virkesvägen 5e, 7tr" "virkesvägen 5e, 7tr, 120 78 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7925000 430000 0.0573715810540361 89226.1904761905 4 84 6240 "2023-09-20" 18.0924143 59.3016557 1363
"Lugnets allé 63" "lugnets allé 63, 120 67 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5700000 50000 0.00884955752212391 73376.6233766234 3 77 9012 "2023-09-20" 18.1059269 59.3054812 1364
"Möregatan 8, 5 tr" "möregatan 8, 5 tr, 118 27 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7450000 1700000 0.295652173913044 84558.8235294118 3 68 9500 "2023-09-20" 18.0697723 59.3117547 1365
"Birkagatan 28A, vån 2" "birkagatan 28a, vån 2, 113 39 stockholm, sweden" "Stockholm" "Apartment" "No" 5850000 155000 0.0272168568920106 108476.19047619 2 52.5 214 "2023-09-20" 18.0356376 59.3411074 1366
"Rörstrandsgatan 38A, gårdshus" "rörstrandsgatan 38a, 113 40 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4750000 4e+05 0.0919540229885059 120833.333333333 2 36 6200 "2023-09-20" 18.0287882 59.3412834 1367
"Engelbrektsgatan 14" "engelbrektsgatan 14, 114 32 stockholm, sweden" "Stockholm" "Apartment" "Yes" 13500000 0 0 168750 3 80 6775 "2023-09-20" 18.0725546 59.3436563 1368
"Rådmansgatan 11" "rådmansgatan 11, 114 25 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4500000 505000 0.126408010012516 142678.571428571 2 28 -4299 "2023-09-20" 18.0692443 59.3430813 1369
"Bagarbyvägen 30" "bagarbyvägen 30, 191 34 sollentuna, sweden" "Sollentuna" "Apartment" "No" 2100000 0 0 30000 2 70 10771 "2023-09-20" 17.9425314 59.4259186 1370
"Follingbogatan 22, 3tr" "follingbogatan 22, 3tr, 168 60 bromma, sweden" "Stockholm" "Apartment" "No" 1500000 50000 0.0344827586206897 64444.4444444444 1 22.5 1800 "2023-09-20" 17.9017684 59.3581662 1371
"Helgalunden 11, 3 tr" "helgalunden 11, 3 tr, 118 58 stockholm, sweden" "Stockholm" "Apartment" "No" 7050000 675000 0.105882352941177 93750 2 68 9360 "2023-09-20" 18.0713818 59.3104579 1372
"Hornsgatan 29 F" "hornsgatan 29f, 118 49 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6600000 605000 0.100917431192661 88161.7647058823 2 68 6357 "2023-09-20" 18.0641007 59.3185186 1373
"Vikbyvägen 55" "vikbyvägen 55, 181 43 lidingö, sweden" "Lidingö" "Villa" "No" 1.5e+07 -750000 -0.0476190476190477 114963.503649635 9 137 33000 "2023-09-20" 18.1498114 59.3778196 1374
"Eklångsvägen 13, 2 tr" "eklångsvägen 13, 2 tr, 120 51 årsta, sweden" "Stockholm" "Apartment" "Yes" 2810000 115000 0.0426716141001855 63114.7540983607 2 42.7 6600 "2023-09-20" 18.0593118 59.2980415 1375
"Siljansvägen 39, 1 tr" "siljansvägen 39, 1 tr, 120 55 årsta, sweden" "Stockholm" "Apartment" "Yes" 2915000 220000 0.0816326530612246 53900 2 50 4000 "2023-09-20" 18.0467072 59.2970809 1376
"Vattenledningsvägen 63, 1,5 tr." "vattenledningsvägen 63, 1,5 tr, 126 34 hägersten, sweden" "Stockholm" "Apartment" "Yes" 5400000 405000 0.0810810810810811 84661.0169491525 3 59 5900 "2023-09-20" 18.0075118 59.3016629 1377
"Råsundavägen 77" "råsundavägen 77, 169 57 solna, sweden" "Solna" "Apartment" "No" 2575000 80000 0.0320641282565131 67432.4324324324 2 37 4200 "2023-09-20" 18.0001209 59.3658712 1378
"Björnkärrsvägen 46" "björnkärrsvägen 46, 187 42 täby, sweden" "Täby" "Villa" "No" 9500000 -375000 -0.0379746835443038 65833.3333333333 5 150 48312 "2023-09-20" 18.0168042 59.4399863 1379
"Tjärhovsgatan 14" "tjärhovsgatan 14, 116 21 stockholm, sweden" "Stockholm" "Apartment" "No" 8300000 305000 0.0381488430268917 78382.3529411765 3 102 2587 "2023-09-20" 18.0759642 59.3150794 1380
"Förlandagränd 12" "förlandagränd 12, 125 72 älvsjö, sweden" "Stockholm" "Apartment" "Yes" 2580000 330000 0.146666666666667 27108.4337349398 3 83 4900 "2023-09-20" 18.0344259 59.2912565 1381
"Fjugestagränd 1" "fjugestagränd 1, 124 72 bandhagen, sweden" "Stockholm" "Apartment" "Yes" 2420000 70000 0.0297872340425531 30322.5806451613 4 77.5 9600 "2023-09-20" 18.0075261 59.2625981 1382
"Kärrgränd 114" "kärrgränd 114, 162 46 vällingby, sweden" "Stockholm" "Terrace" "No" 4675000 -20000 -0.0042598509052183 41184.2105263158 6 114 58203 "2023-09-20" 17.8626048 59.3806581 1383
"Ymsenvägen 8, 3tr" "ymsenvägen 8, 3tr, 120 38 årsta, sweden" "Stockholm" "Apartment" "Yes" 2325000 330000 0.165413533834587 76730.7692307692 1 26 -2615 "2023-09-20" 18.0677012 59.2976609 1384
"Vikingagatan 22a" "vikingagatan 22a, 113 42 stockholm, sweden" "Stockholm" "Apartment" "No" 3700000 705000 0.235392320534224 86811.5942028985 1 34.5 -2554 "2023-09-20" 18.0335572 59.3415412 1385
"Svartskogsvägen 14A" "svartskogsvägen 14a, 136 59 vendelsö, sweden" "Haninge" "Terrace" "No" 4250000 55000 0.0131108462455305 32269.2307692308 5 130 67352 "2023-09-20" 18.1910167 59.1717388 1386
"Heleneborgsgatan 5C, 2,5 tr gårdshus" "heleneborgsgatan 5c, 2, 117 31 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7300000 825000 0.127413127413127 95220.5882352941 3 68 5700 "2023-09-20" 18.0386164 59.3188621 1387
"Mosebacke torg 14 B, 3 tr" "mosebacke torg 14b, 3 tr, 116 20 stockholm, sweden" "Stockholm" "Apartment" "No" 4600000 750000 0.194805194805195 110000 2 35 8600 "2023-09-20" 18.0741774 59.3173049 1388
"Björksundsslingan 17" "björksundsslingan 17, 124 31 bandhagen, sweden" "Stockholm" "Apartment" "Yes" 2400000 105000 0.0457516339869282 44134.6153846154 2 52 6533 "2023-09-20" 18.0542337 59.2673517 1389
"Holbergsgatan 73" "holbergsgatan 73, 168 45 bromma, sweden" "Stockholm" "Apartment" "Yes" 3030000 140000 0.0484429065743945 41884.0579710145 3 69 15339 "2023-09-20" 17.8833907 59.3458036 1390
"Skrinvägen 4" "skrinvägen 4, 122 44 enskede, sweden" "Stockholm" "Apartment" "No" 2795000 0 0 46583.3333333333 2 60 15396 "2023-09-20" 18.0861507 59.265417 1391
"Augustendalsvägen 35" "augustendalsvägen 35, 131 52 nacka strand, sweden" "Nacka" "Apartment" "Yes" 8100000 105000 0.0131332082551594 84157.8947368421 4 95 9000 "2023-09-20" 18.1611724 59.3175432 1392
"Arbetargatan 29, 4 tr" "arbetargatan 29, 4 tr, 112 45 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5625000 175000 0.0321100917431192 100925.925925926 2 54 5702 "2023-09-20" 18.0281364 59.3347667 1393
"Hästhagsvägen 7B" "hästhagsvägen 7b, 194 52 upplands väsby, sweden" "Upplands Väsby" "Villa" "No" 7500000 0 0 27777.7777777778 10 270 44668 "2023-09-20" 17.9455399 59.5198775 1394
"Lidvägen 5" "lidvägen 5, 177 40 järfälla, sweden" "Järfälla" "Villa" "No" 9150000 660000 0.0777385159010602 45645.1612903226 7 186 40743 "2023-09-20" 17.8264987 59.4272558 1395
"Lostigen 6" "lostigen 6, 170 75 solna, sweden" "Solna" "Apartment" "Yes" 2950000 355000 0.136801541425819 46756.7567567568 3 55.5 7320 "2023-09-20" 18.0313269 59.3805426 1396
"Skeppargatan 22b" "skeppargatan 22b, 114 52 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7500000 910000 0.138088012139606 129215.68627451 2 51 4400 "2023-09-20" 18.083477 59.3338738 1397
"Pingstvägen 30, vån 2" "pingstvägen 30, vån 2, 126 36 hägersten, sweden" "Stockholm" "Apartment" "No" 4e+06 -264247 -0.061968033277622 74811.350877193 3 57 7300 "2023-09-20" 17.998139 59.3017684 1398
"Mjölnerbacken 32" "mjölnerbacken 32, 174 48 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 3125000 230000 0.0794473229706389 34058.8235294118 4 85 11400 "2023-09-20" 17.9351761 59.3780199 1399
"Grindtorps skolgränd 44" "grindtorps skolgränd 44, 183 47 täby, sweden" "Täby" "Apartment" "Yes" 2150000 -1e+05 -0.0444444444444444 66176.4705882353 1 34 5850 "2023-09-20" 18.0727144 59.44243 1400
"Karlavägen 92 A" "karlavägen 92a, 115 22 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6300000 325000 0.0543933054393306 121938.775510204 2 49 5400 "2023-09-20" 18.0935272 59.3366117 1401
"Logdansvägen 44" "logdansvägen 44, 174 42 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 2e+06 50000 0.0256410256410255 37864.0776699029 2 51.5 4700 "2023-09-20" 17.9795635 59.3729614 1402
"Finntorpsvägen 9" "finntorpsvägen 9, 131 36 nacka, sweden" "Nacka" "Apartment" "Yes" 3340000 40000 0.0121212121212122 56896.5517241379 2 58 10232 "2023-09-20" 18.1339355 59.3082258 1403
"Kungstensgatan 67" "kungstensgatan 67, 113 29 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6280000 85000 0.0137207425343018 116886.79245283 2 53 3000 "2023-09-20" 18.0490399 59.3391035 1404
"Fontängatan 5F" "fontängatan 5f, 194 54 upplands väsby, sweden" "Upplands Väsby" "Apartment" "No" 1475000 -75000 -0.0483870967741935 51666.6666666667 1 30 6480 "2023-09-20" 17.9631387 59.5183157 1405
"Göran Perssons Väg 31" "göran perssons väg 31, 171 55 solna, sweden" "Solna" "Apartment" "No" 2440000 265000 0.12183908045977 49431.8181818182 1 44 4463 "2023-09-20" 17.9836454 59.3534806 1406
"Doktor Abelins gata 2" "doktor abelins gata 2, 118 53 stockholm, sweden" "Stockholm" "Apartment" "No" 3500000 305000 0.0954616588419406 91285.7142857143 1 35 10200 "2023-09-20" 18.0543931 59.3162828 1407
"Lidköpingsvägen 22" "lidköpingsvägen 22, 121 39 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 3475000 280000 0.0876369327073552 66562.5 2 48 9360 "2023-09-20" 18.0970705 59.2921352 1408
"Liljeholmstorget 4" "liljeholmstorget 4, 117 63 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5400000 -595000 -0.0992493744787323 64810.8108108108 3 92.5 7240 "2023-09-20" 18.0245061 59.3095382 1409
"Kyrkvägen 18" "kyrkvägen 18, 133 34 saltsjöbaden, sweden" "Nacka" "Villa" "No" 12300000 -675000 -0.0520231213872833 64552.2388059701 6 201 42400 "2023-09-20" 18.2903287 59.2792115 1410
"Utgårdsvägen 56, vån 2/3" "utgårdsvägen 56, 136 43 handen, sweden" "Haninge" "Apartment" "Yes" 1710000 15000 0.00884955752212391 21320.7547169811 3 79.5 2400 "2023-09-20" 18.1408599 59.16396 1411
"Palmfeltsvägen 49, vån 3/3" "palmfeltsvägen 49, 120 48 enskede gård, sweden" "Stockholm" "Apartment" "No" 2400000 0 0 69565.2173913044 1 34.5 2000 "2023-09-20" 18.0705751 59.2898515 1412
"Skeppargatan 52A" "skeppargatan 52a, 114 58 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3900000 2e+05 0.0540540540540539 127586.206896552 1 29 -1327 "2023-09-20" 18.0860677 59.3369052 1413
"Näckrosvägen 35, 6 tr" "näckrosvägen 35, 6 tr, 169 37 solna, sweden" "Solna" "Apartment" "Yes" 3875000 280000 0.0778859527121001 63628.3185840708 2 56.5 7200 "2023-09-20" 17.9842682 59.3677905 1414
"Ulriksborgsgatan 7" "ulriksborgsgatan 7, 112 18 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3400000 205000 0.0641627543035994 79875 1 40 3049 "2023-09-20" 18.0173639 59.3345294 1415
"Swedenborgsgatan 7" "swedenborgsgatan 7, 118 52 stockholm, sweden" "Stockholm" "Apartment" "Yes" 21500000 1500000 0.075 121212.121212121 6 165 10900 "2023-09-20" 18.064127 59.3163802 1416
"Hallandsgatan 46A, 1tr" "hallandsgatan 46a, 1tr, 118 57 stockholm, sweden" "Stockholm" "Apartment" "No" 3750000 255000 0.0729613733905579 81279.0697674419 2 43 5256 "2023-09-20" 18.071225 59.3107658 1417
"Grundtvigsgatan 11" "grundtvigsgatan 11, 168 48 bromma, sweden" "Stockholm" "Apartment" "Yes" 3350000 360000 0.120401337792642 45303.0303030303 3 66 7381 "2023-09-20" 17.8879226 59.3449297 1418
"Agnes Lagerstedts gata 25, 5 tr" "agnes lagerstedts gata 25, 5 tr, 129 51 hägersten, sweden" "Stockholm" "Apartment" "Yes" 3425000 330000 0.106623586429725 52457.6271186441 2 59 5350 "2023-09-20" 17.967443 59.2861388 1419
"Björkvägen 3" "björkvägen 3, 139 73 djurhamn, sweden" "Värmdö" "Villa" "No" 3795000 0 0 21562.5 9 176 49100 "2023-09-20" 18.7017062 59.31231 1420
"Litorinavägen 20" "litorinavägen 20, 181 66 lidingö, sweden" "Lidingö" "Villa" "No" 17250000 -7e+05 -0.0389972144846796 109451.219512195 6 164 53100 "2023-09-20" 18.2230021 59.3625776 1421
"Fjällvägen 13" "fjällvägen 13, 133 33 saltsjöbaden, sweden" "Nacka" "Villa" "No" 20250000 -1745000 -0.0793362127756309 81462.962962963 10 270 77500 "2023-09-20" 18.2994626 59.2898435 1422
"Gjuteribacken 16A" "gjuteribacken 16a, 172 65 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 5700000 205000 0.0373066424021837 66204.8192771084 4 83 20227 "2023-09-20" 17.971494 59.3596829 1423
"Kvarnplan 1" "järfälla municipality, sweden" "Järfälla" "Apartment" "No" 1100000 -95000 -0.0794979079497908 35147.0588235294 2 34 1800 "2023-09-19" 17.8336732 59.4431024 1424
"Veckovägen 61" "veckovägen 61, 177 62 järfälla, sweden" "Järfälla" "Apartment" "Yes" 1900000 5000 0.00263852242744056 34770.6422018349 2 54.5 4560 "2023-09-19" 17.8256788 59.4226462 1425
"Garvar lundins gränd 4" "garvar lundins gränd 4, 112 20 stockholm, sweden" "Stockholm" "Apartment" "Yes" 7250000 455000 0.0669610007358352 102180.45112782 3 66.5 8400 "2023-09-19" 18.0438078 59.3272104 1426
"Lindvallsplan 4" "lindvallsplan 4, 117 36 stockholm, sweden" "Stockholm" "Apartment" "No" 4100000 450000 0.123287671232877 91250 2 40 4680 "2023-09-19" 18.028238 59.3164161 1427
"Hundhamravägen 65, 1 tr" "hundhamravägen 65, 1 tr, 145 76 norsborg, sweden" "Botkyrka" "Apartment" "Yes" 2200000 -1e+05 -0.0434782608695652 22009.5693779904 5 104.5 1560 "2023-09-19" 17.8164931 59.2498833 1428
"Kristallvägen 30" "kristallvägen 30, 126 78 hägersten, sweden" "Stockholm" "Apartment" "Yes" 3900000 105000 0.0276679841897234 45722.8915662651 4 83 13479 "2023-09-19" 17.9962326 59.290352 1429
"Katarina Bangata 42" "katarina bangata 42, 116 39 stockholm, sweden" "Stockholm" "Apartment" "No" 9e+06 0 0 109756.097560976 3 82 11400 "2023-09-19" 18.080773 59.3111322 1430
"Tre kronors väg 4" "tre kronors väg 4, 131 31 nacka, sweden" "Nacka" "Apartment" "Yes" 7700000 -290000 -0.0362953692115144 80301.5075376884 5 99.5 9600 "2023-09-19" 18.1338803 59.315486 1431
"Skolgatan 6C" "skolgatan 6c, 195 34 märsta, sweden" "Sigtuna" "Apartment" "No" 1e+06 25000 0.0256410256410255 39000 1 25 8980 "2023-09-19" 17.8540875 59.6240073 1432
"Bolmensvägen 22" "bolmensvägen 22, 120 50 årsta, sweden" "Stockholm" "Apartment" "No" 2250000 255000 0.12781954887218 71250 1 28 3300 "2023-09-19" 18.063076 59.2949198 1433
"Regnstigen 18, 6tr" "regnstigen 18, 6tr, 169 60 solna, sweden" "Solna" "Apartment" "Yes" 3450000 255000 0.07981220657277 55086.2068965517 2 58 16197 "2023-09-19" 18.0104973 59.3590797 1434
"Viggvägen 30" "viggvägen 30, 184 61 åkersberga, sweden" "Österåker" "Villa" "Yes" 5425000 430000 0.0860860860860861 36727.9411764706 6 136 26535 "2023-09-19" 18.3381419 59.4721886 1435
"Hamngatan 3, 4 tr!" "hamngatan 3, 4 tr, 172 66 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 4050000 -245000 -0.0570430733410943 78090.9090909091 2 55 7513 "2023-09-19" 17.9680548 59.3563729 1436
"Malvastigen 9C" "malvastigen 9c, 192 54 sollentuna, sweden" "Sollentuna" "Terrace" "No" 3995000 0 0 43091.3601553231 4 92.71 71364 "2023-09-19" 17.9562131 59.4515886 1437
"Svedbergsplan 6 , 3 tr" "svedbergsplan 6, 3 tr, 112 58 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4410000 415000 0.103879849812265 83229.1666666667 2 48 7320 "2023-09-19" 18.0116021 59.3274683 1438
"Gaveliusgatan 8" "gaveliusgatan 8, 116 41 stockholm, sweden" "Stockholm" "Apartment" "No" 6900000 750000 0.121951219512195 90441.1764705882 3 68 13004 "2023-09-19" 18.0940073 59.3092392 1439
"Pyrolavägen 38" "pyrolavägen 38, 181 60 lidingö, sweden" "Lidingö" "Apartment" "No" 2410000 -85000 -0.0340681362725451 42288.1355932203 2 59 7166 "2023-09-19" 18.1680714 59.3473786 1440
"Emaljvägen 6B, 7 tr." "emaljvägen 6b, 7 tr, 176 73 järfälla, sweden" "Järfälla" "Apartment" "Yes" 3e+06 -95000 -0.0306946688206785 40723.6842105263 3 76 17976 "2023-09-19" 17.8088472 59.4577861 1441
"Kistavägen 14A" "kistavägen 14a, 192 67 sollentuna, sweden" "Sollentuna" "Apartment" "No" 4550000 550000 0.1375 37735.8490566038 3 106 20871 "2023-09-19" 17.9169749 59.4558591 1442
"Örnstigen 19 - Högst upp!" "örnstigen 19, 183 50 täby, sweden" "Täby" "Apartment" "Yes" 2725000 -397976 -0.127434857008187 56781.3818181818 2 55 5100 "2023-09-19" 18.075566 59.433115 1443
"Ringvägen 11F" "ringvägen 11f, 118 23 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6095000 1e+05 0.0166805671392827 81013.5135135135 3 74 11208 "2023-09-19" 18.0513837 59.3183565 1444
"Rosenhöjdsvägen 20" "rosenhöjdsvägen 20, 152 30 södertälje, sweden" "Södertälje" "Apartment" "No" 1680000 30000 0.0181818181818181 18965.5172413793 3 87 24294 "2023-09-19" 17.6531243 59.1986593 1445
"Sidvallsvägen 26" "sidvallsvägen 26, 135 49 tyresö, sweden" "Tyresö" "Villa" "No" 8320000 -430000 -0.0491428571428572 51470.5882352941 8 170 53064 "2023-09-19" 18.2446074 59.250399 1446
"Stendösvägen 2" "stendösvägen 2, 186 39 vallentuna, sweden" "Vallentuna" "Apartment" "Yes" 1925000 0 0 29706.7901234568 2 64.8 4680 "2023-09-19" 18.0706318 59.5360154 1447
"Sigyns väg 14A" "sigyns väg 14a, 149 33 nynäshamn, sweden" "Nynäshamn" "Apartment" "Yes" 1765000 0 0 24344.8275862069 2 72.5 3936 "2023-09-19" 17.9345993 58.9034592 1448
"Drabantgatan 11" "drabantgatan 11, 194 70 upplands väsby, sweden" "Upplands Väsby" "Apartment" "Yes" 1525000 25000 0.0166666666666666 45454.5454545455 2 33 4000 "2023-09-19" 17.9147402 59.5176617 1449
"Kungssätravägen 18, Tr 6" "kungssätravägen 18, tr 6, 127 37 skärholmen, sweden" "Stockholm" "Apartment" "Yes" 1920000 0 0 48000 2 40 6566 "2023-09-19" 17.9226797 59.2865297 1450
"Hammarögatan 14, 4 tr" "hammarögatan 14-18, 4 tr, 123 40 farsta, sweden" "Stockholm" "Apartment" "Yes" 2350000 50000 0.0217391304347827 43396.2264150943 2 53 2028 "2023-09-19" 18.0998652 59.2473996 1451
"Huvudstagatan 28, vån 5" "huvudstagatan 28, vån 5, 171 58 solna, sweden" "Solna" "Apartment" "Yes" 5e+06 105000 0.0214504596527068 61962.0253164557 3 79 16655 "2023-09-19" 17.9963931 59.3511362 1452
"Rosenhöjdsvägen 20" "rosenhöjdsvägen 20, 152 30 södertälje, sweden" "Södertälje" "Apartment" "No" 1790000 -10000 -0.00555555555555554 20689.6551724138 3 87 4158 "2023-09-19" 17.6531243 59.1986593 1453
"Midsommarvägen 46" "midsommarvägen 46, 126 35 hägersten, sweden" "Stockholm" "Apartment" "Yes" 3890000 240000 0.0657534246575342 73000 2 50 9748 "2023-09-19" 18.0078947 59.300725 1454
"Selmedalsringen 19" "selmedalsringen 19, 129 36 hägersten, sweden" "Stockholm" "Apartment" "No" 3950000 -45000 -0.0112640801001251 54726.0273972603 3 73 12439 "2023-09-19" 17.980592 59.3077319 1455
"Marsvägen 5" "marsvägen 5, 761 64 norrtälje, sweden" "Norrtälje" "Villa" "No" 5500000 250000 0.0476190476190477 28688.5245901639 6 183 83901 "2023-09-19" 18.7220338 59.7748381 1456
"Emågatan 36" "emågatan 36, 128 46 bagarmossen, sweden" "Stockholm" "Apartment" "Yes" 2907000 412000 0.165130260521042 55444.4444444444 2 45 4200 "2023-09-19" 18.1322577 59.2783495 1457
"Terrängvägen 3" "terrängvägen 3, 181 29 lidingö, sweden" "Lidingö" "Apartment" "No" 5295000 0 0 67884.6153846154 3 78 6000 "2023-09-19" 18.1158083 59.3797224 1458
"Erstagatan 28B, 4 tr" "erstagatan 28b, 4 tr, 116 36 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8600000 1105000 0.14743162108072 97337.6623376623 4 77 9258 "2023-09-19" 18.0898556 59.3136022 1459
"Dalbobranten 25" "dalbobranten 25, 128 68 sköndal, sweden" "Stockholm" "Apartment" "No" 1850000 1e+05 0.0571428571428572 40229.8850574713 1 43.5 4695 "2023-09-19" 18.1147649 59.2522374 1460
"Parkvägen 2" "parkvägen 2, 169 51 solna, sweden" "Solna" "Apartment" "No" 5900000 -1e+05 -0.0166666666666667 76923.0769230769 4 78 19814 "2023-09-19" 17.996142 59.3618145 1461
"Tavastgatan 48, 2tr" "tavastgatan 48, 2tr, 118 24 stockholm, sweden" "Stockholm" "Apartment" "No" 4650000 2e+05 0.0449438202247192 103488.372093023 2 43 3300 "2023-09-19" 18.0569441 59.31936 1462
"Fallvindsgatan 1" "fallvindsgatan 1, 128 32 skarpnäck, sweden" "Stockholm" "Apartment" "Yes" 2245000 250000 0.12531328320802 35000 2 57 12152 "2023-09-19" 18.1350498 59.266588 1463
"Pyrolavägen 40" "pyrolavägen 40, 181 60 lidingö, sweden" "Lidingö" "Apartment" "Yes" 2700000 1e+05 0.0384615384615385 43333.3333333333 2 60 7419 "2023-09-19" 18.1677945 59.3470998 1464
"Lillmalmsvägen 21" "lillmalmsvägen 21, 147 71 grödinge, sweden" "Botkyrka" "Villa" "No" 7080000 385000 0.0575056011949215 43193.5483870968 5 155 46000 "2023-09-19" 17.8088515 59.1655064 1465
"Tvillingarnas gata 335" "tvillingarnas gata 335, 136 63 haninge, sweden" "Haninge" "Apartment" "Yes" 1350000 -45000 -0.032258064516129 17437.5 3 80 22874 "2023-09-19" 18.163712 59.1700822 1466
